Account,date,long_count,short_count,long_short_ratio,bias
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-18,0,232,0.0,Short Biased
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-19,0,117,0.0,Short Biased
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-20,0,82,0.0,Short Biased
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-21,3,0,10.0,Long Biased
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-23,0,41,0.0,Short Biased
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-25,0,1,0.0,Short Biased
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-27,0,148,0.0,Short Biased
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-03,0,142,0.0,Short Biased
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-06,0,47,0.0,Short Biased
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-07,108,360,0.3,Short Biased
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-09,20,71,0.282,Short Biased
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-10,0,100,0.0,Short Biased
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-13,71,0,10.0,Long Biased
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-10-03,2,0,10.0,Long Biased
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-03,2,0,10.0,Long Biased
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-07,5,0,10.0,Long Biased
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-10,1,0,10.0,Long Biased
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-12,4,0,10.0,Long Biased
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-13,1,0,10.0,Long Biased
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-15,35,0,10.0,Long Biased
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-22,15,0,10.0,Long Biased
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-26,36,0,10.0,Long Biased
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-06,0,45,0.0,Short Biased
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-17,1,7,0.143,Short Biased
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-18,0,44,0.0,Short Biased
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-24,0,7,0.0,Short Biased
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-01-08,0,12,0.0,Short Biased
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-01-15,0,2,0.0,Short Biased
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-01-16,0,30,0.0,Short Biased
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-02-08,0,5,0.0,Short Biased
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-02-14,0,12,0.0,Short Biased
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-11,0,58,0.0,Short Biased
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-19,0,37,0.0,Short Biased
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-25,0,11,0.0,Short Biased
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-06-19,3,0,10.0,Long Biased
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-02-07,69,0,10.0,Long Biased
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-02-12,63,0,10.0,Long Biased
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-09,79,0,10.0,Long Biased
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-16,0,78,0.0,Short Biased
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-18,0,58,0.0,Short Biased
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-26,0,132,0.0,Short Biased
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-29,0,54,0.0,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-03,7,15,0.467,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-04,2,62,0.032,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-05,3,141,0.021,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-06,0,47,0.0,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-07,0,97,0.0,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-08,0,34,0.0,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-09,0,23,0.0,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-10,12,53,0.226,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-11,31,182,0.17,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-12,16,68,0.235,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-13,32,51,0.627,Balanced
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-14,14,11,1.273,Balanced
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-15,15,22,0.682,Balanced
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-16,0,49,0.0,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-17,1,168,0.006,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-18,1,62,0.016,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-19,13,25,0.52,Balanced
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-20,11,25,0.44,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-21,0,100,0.0,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-22,0,49,0.0,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-23,18,170,0.106,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-24,3,46,0.065,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-25,1,50,0.02,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-26,0,78,0.0,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-27,0,36,0.0,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-28,0,33,0.0,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-29,4,40,0.1,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-30,5,20,0.25,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-31,10,59,0.169,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-01,2,7,0.286,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-02,0,41,0.0,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-03,0,49,0.0,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-04,0,35,0.0,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-05,0,33,0.0,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-06,4,48,0.083,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-07,1,4,0.25,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-08,35,34,1.029,Balanced
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-09,19,35,0.543,Balanced
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-10,4,43,0.093,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-11,2,16,0.125,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-12,4,32,0.125,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-13,4,32,0.125,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-14,8,44,0.182,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-15,4,33,0.121,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-16,0,58,0.0,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-17,0,25,0.0,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-18,1,12,0.083,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-19,3,12,0.25,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-20,2,14,0.143,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-21,4,3,1.333,Balanced
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-22,9,47,0.191,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-23,7,2,3.5,Long Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-24,16,4,4.0,Long Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-25,5,10,0.5,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-27,21,1,21.0,Long Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-28,4,1,4.0,Long Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-29,8,1,8.0,Long Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-30,1,22,0.045,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-31,0,33,0.0,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-01,3,4,0.75,Balanced
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-02,35,10,3.5,Long Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-03,63,23,2.739,Long Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-04,0,12,0.0,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-05,2,0,10.0,Long Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-06,23,14,1.643,Balanced
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-07,2,0,10.0,Long Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-08,8,0,10.0,Long Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-09,1,3,0.333,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-10,0,4,0.0,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-11,1,6,0.167,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-13,2,17,0.118,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-14,3,9,0.333,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-15,1,7,0.143,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-16,4,10,0.4,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-17,1,2,0.5,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-18,17,9,1.889,Balanced
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-19,9,0,10.0,Long Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-20,2,0,10.0,Long Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-21,0,3,0.0,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-22,6,7,0.857,Balanced
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-24,14,0,10.0,Long Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-25,76,23,3.304,Long Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-26,2,11,0.182,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-27,6,7,0.857,Balanced
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-28,27,14,1.929,Balanced
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-01,1,8,0.125,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-02,1,11,0.091,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-03,0,17,0.0,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-04,11,0,10.0,Long Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-05,2,6,0.333,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-06,1,2,0.5,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-07,10,9,1.111,Balanced
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-08,24,0,10.0,Long Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-09,6,0,10.0,Long Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-10,15,0,10.0,Long Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-11,12,8,1.5,Balanced
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-12,0,4,0.0,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-13,0,1,0.0,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-15,2,3,0.667,Balanced
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-16,2,0,10.0,Long Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-17,0,2,0.0,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-19,1,4,0.25,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-20,0,3,0.0,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-21,0,4,0.0,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-23,0,2,0.0,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-24,0,11,0.0,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-31,10,1,10.0,Long Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-01,1,0,10.0,Long Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-02,1,0,10.0,Long Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-03,10,0,10.0,Long Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-04,1,0,10.0,Long Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-05,4,10,0.4,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-06,4,4,1.0,Balanced
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-07,14,7,2.0,Long Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-08,3,6,0.5,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-09,3,7,0.429,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-10,4,1,4.0,Long Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-11,0,6,0.0,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-12,0,10,0.0,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-13,0,4,0.0,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-16,4,0,10.0,Long Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-17,0,7,0.0,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-20,0,4,0.0,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-21,0,3,0.0,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-22,0,10,0.0,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-23,0,19,0.0,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-24,0,10,0.0,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-25,0,3,0.0,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-26,0,10,0.0,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-28,0,1,0.0,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-29,1,5,0.2,Short Biased
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-05-01,0,6,0.0,Short Biased
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-19,53,0,10.0,Long Biased
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-20,129,0,10.0,Long Biased
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-27,9,0,10.0,Long Biased
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-30,13,0,10.0,Long Biased
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-08,139,0,10.0,Long Biased
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-09,40,0,10.0,Long Biased
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-13,23,0,10.0,Long Biased
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-19,10,0,10.0,Long Biased
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-20,7,0,10.0,Long Biased
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-24,34,0,10.0,Long Biased
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-25,101,0,10.0,Long Biased
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-27,8,0,10.0,Long Biased
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-28,17,0,10.0,Long Biased
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-03,19,0,10.0,Long Biased
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-04,155,0,10.0,Long Biased
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-06,10,0,10.0,Long Biased
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-07,57,0,10.0,Long Biased
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-10,113,0,10.0,Long Biased
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-11,84,0,10.0,Long Biased
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-13,15,0,10.0,Long Biased
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-20,44,0,10.0,Long Biased
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-21,17,0,10.0,Long Biased
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-23,50,0,10.0,Long Biased
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-26,55,0,10.0,Long Biased
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-29,20,0,10.0,Long Biased
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-31,21,0,10.0,Long Biased
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-02,0,6,0.0,Short Biased
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-03,60,0,10.0,Long Biased
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-04,51,0,10.0,Long Biased
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-06,103,0,10.0,Long Biased
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-07,149,0,10.0,Long Biased
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-08,0,2,0.0,Short Biased
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-09,141,6,23.5,Long Biased
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-10,142,0,10.0,Long Biased
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-12,0,68,0.0,Short Biased
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-14,4,16,0.25,Short Biased
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-15,0,51,0.0,Short Biased
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-21,1,0,10.0,Long Biased
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-22,0,5,0.0,Short Biased
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-23,0,55,0.0,Short Biased
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-24,0,1,0.0,Short Biased
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-25,0,3,0.0,Short Biased
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-30,0,1,0.0,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-13,7,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-15,7,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-16,5,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-17,10,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-18,12,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-19,4,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-21,1,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-25,0,1,0.0,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-26,5,1,5.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-27,9,6,1.5,Balanced
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-28,3,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-29,9,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-31,0,3,0.0,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-01,23,4,5.75,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-02,3,22,0.136,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-04,0,32,0.0,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-05,3,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-06,0,12,0.0,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-07,0,23,0.0,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-08,0,28,0.0,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-09,0,3,0.0,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-10,5,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-11,14,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-12,21,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-13,18,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-14,23,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-15,3,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-19,5,3,1.667,Balanced
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-20,0,2,0.0,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-22,0,9,0.0,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-23,19,4,4.75,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-24,13,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-25,6,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-27,0,8,0.0,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-28,0,8,0.0,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-29,7,7,1.0,Balanced
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-30,24,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-01,14,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-03,0,7,0.0,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-04,0,6,0.0,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-05,0,4,0.0,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-06,4,1,4.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-07,1,2,0.5,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-08,10,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-09,9,5,1.8,Balanced
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-10,10,6,1.667,Balanced
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-12,10,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-13,5,10,0.5,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-14,19,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-15,9,10,0.9,Balanced
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-16,9,10,0.9,Balanced
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-18,0,9,0.0,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-19,8,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-20,7,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-21,11,35,0.314,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-22,0,6,0.0,Short Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-07,9,13,0.692,Balanced
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-08,7,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-09,5,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-10,4,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-11,21,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-14,16,0,10.0,Long Biased
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-15,9,0,10.0,Long Biased
